ship,shipLabel,category_code,birth_year,presence,status,start_date,start_year,end_date,end_year,end_event_type,birth_date
http://www.example.com/myData/SBS_0156,HMS Britomart,SBS_0156,1818,http://www.example.com/myData/presence_SBS_0156_07,InCommission,1833-04,1833.0,1837-08,1837.0,SmallRepair,1818-11-02
http://www.example.com/myData/SBS_0156,HMS Britomart,SBS_0156,1818,http://www.example.com/myData/presence_SBS_0156_09,InOrdinary,1837-08,1837.0,1838-12,1838.0,Recommissioning,1818-11-02
http://www.example.com/myData/SBS_0156,HMS Britomart,SBS_0156,1818,http://www.example.com/myData/presence_SBS_0156_10,InCommission,1838-12,1838.0,1843-04-25,1843.0,E8_Acquisition,1818-11-02
http://www.example.com/myData/SBS_0161,HMS Kingfisher,SBS_0161,1818,http://www.example.com/myData/presence_SBS_0161_01,InNonCombatDuty,1818-11-02,1818.0,1830-04-06,1830.0,Decommissioning,1818-11-02
http://www.example.com/myData/SBS_0161,HMS Kingfisher,SBS_0161,1818,http://www.example.com/myData/presence_SBS_0161_02,InOrdinary,1830-04-06,1830.0,1838-08-16,1838.0,E8_Acquisition,1818-11-02
http://www.example.com/myData/SBS_0164,HMS Magnet,SBS_0164,1818,http://www.example.com/myData/presence_SBS_0164_01,UnderFitting,1818-11-02,1818.0,1823-10,1823.0,Commissioning,1818-11-02
http://www.example.com/myData/SBS_0164,HMS Magnet,SBS_0164,1818,http://www.example.com/myData/presence_SBS_0164_02,InNonCombatDuty,1823-10,1823.0,1832-06-22,1832.0,Decommissioning,1818-11-02
http://www.example.com/myData/SBS_0164,HMS Magnet,SBS_0164,1818,http://www.example.com/myData/presence_SBS_0164_03,PaidOff,1832-06-22,1832.0,1836-07-09,1836.0,Recommissioning,1818-11-02
http://www.example.com/myData/SBS_0164,HMS Magnet,SBS_0164,1818,http://www.example.com/myData/presence_SBS_0164_04,InNonCombatDuty,1836-07-09,1836.0,1842-05-09,1842.0,Decommissioning,1818-11-02
http://www.example.com/myData/SBS_0164,HMS Magnet,SBS_0164,1818,http://www.example.com/myData/presence_SBS_0164_05,PaidOff,1842-05-09,1842.0,1847-07-27,1847.0,E8_Acquisition,1818-11-02
http://www.example.com/myData/SBS_0175,HMS Briseis (ii),SBS_0175,1823,http://www.example.com/myData/presence_SBS_0175_01,UnderFitting,1823-03-25,1823.0,1829-08,1829.0,Commissioning,1823-03-25
http://www.example.com/myData/SBS_0175,HMS Briseis (ii),SBS_0175,1823,http://www.example.com/myData/presence_SBS_0175_02,InCommission,1829-08,1829.0,1838-01,1838.0,E6_Destruction,1823-03-25
http://www.example.com/myData/SBS_0196,HMS Variable,SBS_0196,1823,http://www.example.com/myData/presence_SBS_0196_01,UnderFitting,1823-03-25,1823.0,1829-02-03,1829.0,Commissioning,1823-03-25
http://www.example.com/myData/SBS_0196,HMS Variable,SBS_0196,1823,http://www.example.com/myData/presence_SBS_0196_02,InNonCombatDuty,1829-02-03,1829.0,1842-05-31,1842.0,Decommissioning,1823-03-25
http://www.example.com/myData/SBS_0196,HMS Variable,SBS_0196,1823,http://www.example.com/myData/presence_SBS_0196_03,PaidOff,1842-05-31,1842.0,1847-07-27,1847.0,E8_Acquisition,1823-03-25
http://www.example.com/myData/SBS_0198,HMS Lynx,SBS_0198,1824,http://www.example.com/myData/presence_SBS_0198_01,InOrdinary,1824-11-23,1824.0,1833-09-23,1833.0,Commissioning,1824-11-23
http://www.example.com/myData/SBS_0198,HMS Lynx,SBS_0198,1824,http://www.example.com/myData/presence_SBS_0198_02,InCommission,1833-09-23,1833.0,1837-09-01,1837.0,Decommissioning,1824-11-23
http://www.example.com/myData/SBS_0198,HMS Lynx,SBS_0198,1824,http://www.example.com/myData/presence_SBS_0198_03,PaidOff,1837-09-01,1837.0,1837-11-24,1837.0,Recommissioning,1824-11-23
http://www.example.com/myData/SBS_0198,HMS Lynx,SBS_0198,1824,http://www.example.com/myData/presence_SBS_0198_04,InCommission,1837-11-24,1837.0,1841-07-02,1841.0,Decommissioning,1824-11-23
http://www.example.com/myData/SBS_0198,HMS Lynx,SBS_0198,1824,http://www.example.com/myData/presence_SBS_0198_05,PaidOff,1841-07-02,1841.0,1841-08-20,1841.0,Recommissioning,1824-11-23
http://www.example.com/myData/SBS_0198,HMS Lynx,SBS_0198,1824,http://www.example.com/myData/presence_SBS_0198_06,InCommission,1841-08-20,1841.0,1845-10-16,1845.0,Decommissioning,1824-11-23
http://www.example.com/myData/SBS_0198,HMS Lynx,SBS_0198,1824,http://www.example.com/myData/presence_SBS_0198_07,PaidOff,1845-10-16,1845.0,1845-12-03,1845.0,E6_Destruction,1824-11-23
http://www.example.com/myData/SBS_0200,HMS Curlew,SBS_0200,1824,http://www.example.com/myData/presence_SBS_0200_09,UnderFitting,,,,,,1824-12-07
http://www.example.com/myData/SBS_0200,HMS Curlew,SBS_0200,1824,http://www.example.com/myData/presence_SBS_0200_01,UnderFitting,1824-12-07,1824.0,1830-06-28,1830.0,Fitting,1824-12-07
http://www.example.com/myData/SBS_0200,HMS Curlew,SBS_0200,1824,http://www.example.com/myData/presence_SBS_0200_03,InCommission,1830-03-17,1830.0,1834-06,1834.0,Decommissioning,1824-12-07
http://www.example.com/myData/SBS_0200,HMS Curlew,SBS_0200,1824,http://www.example.com/myData/presence_SBS_0200_02,InOrdinary,1830-06-28,1830.0,1830-03-17,1830.0,Commissioning,1824-12-07
http://www.example.com/myData/SBS_0200,HMS Curlew,SBS_0200,1824,http://www.example.com/myData/presence_SBS_0200_04,PaidOff,1834-06,1834.0,1834-11-17,1834.0,Recommissioning,1824-12-07
http://www.example.com/myData/SBS_0200,HMS Curlew,SBS_0200,1824,http://www.example.com/myData/presence_SBS_0200_05,InCommission,1834-11-17,1834.0,1838-09-13,1838.0,Decommissioning,1824-12-07
http://www.example.com/myData/SBS_0200,HMS Curlew,SBS_0200,1824,http://www.example.com/myData/presence_SBS_0200_06,PaidOff,1838-09-13,1838.0,1839-05-02,1839.0,Recommissioning,1824-12-07
http://www.example.com/myData/SBS_0200,HMS Curlew,SBS_0200,1824,http://www.example.com/myData/presence_SBS_0200_07,InCommission,1839-05-02,1839.0,1844-02-10,1844.0,Decommissioning,1824-12-07
http://www.example.com/myData/SBS_0200,HMS Curlew,SBS_0200,1824,http://www.example.com/myData/presence_SBS_0200_08,PaidOff,1844-02-10,1844.0,1847,1847.0,Fitting,1824-12-07
http://www.example.com/myData/SBS_0200,HMS Curlew,SBS_0200,1824,http://www.example.com/myData/presence_SBS_0200_10,InOrdinary,1847,1847.0,1849-08,1849.0,E6_Destruction,1824-12-07
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_04,UnderRepair,,,,,,1837-02-20
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_01,UnderFitting,1837-02-20,1837.0,1841-08-20,1841.0,Commissioning,1837-02-20
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_02,InCommission,1841-08-20,1841.0,1844-07-30,1844.0,Decommissioning,1837-02-20
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_03,PaidOff,1844-07-30,1844.0,1844-08,1844.0,Repair,1837-02-20
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_05,InOrdinary,1844-08,1844.0,1845-03-15,1845.0,Recommissioning,1837-02-20
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_06,InCommission,1845-03-15,1845.0,1848-06-24,1848.0,Decommissioning,1837-02-20
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_07,PaidOff,1848-06-24,1848.0,1848-08-08,1848.0,Recommissioning,1837-02-20
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_08,InCommission,1848-08-08,1848.0,1850-12,1850.0,Decommissioning,1837-02-20
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_09,PaidOff,1850-12,1850.0,1851-01-06,1851.0,Recommissioning,1837-02-20
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_10,InCommission,1851-01-06,1851.0,1853-12,1853.0,Decommissioning,1837-02-20
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_11,PaidOff,1853-12,1853.0,1854-06-22,1854.0,Recommissioning,1837-02-20
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_12,InCommission,1854-06-22,1854.0,1862-01-15,1862.0,Decommissioning,1837-02-20
http://www.example.com/myData/SBS_0216,HMS Spy,SBS_0216,1837,http://www.example.com/myData/presence_SBS_0216_13,PaidOff,1862-01-15,1862.0,1862-01-20,1862.0,E8_Acquisition,1837-02-20
http://www.example.com/myData/SBS_0217,HMS Dart,SBS_0217,1837,http://www.example.com/myData/presence_SBS_0217_03,UnderRepair,,,,,,1837-02-20
http://www.example.com/myData/SBS_0217,HMS Dart,SBS_0217,1837,http://www.example.com/myData/presence_SBS_0217_01,InCommission,1847-06-07,1847.0,1849-11-30,1849.0,Decommissioning,1837-02-20
http://www.example.com/myData/SBS_0217,HMS Dart,SBS_0217,1837,http://www.example.com/myData/presence_SBS_0217_02,PaidOff,1849-11-30,1849.0,1849-12,1849.0,ShipConversion,1837-02-20
http://www.example.com/myData/SBS_0217,HMS Dart,SBS_0217,1837,http://www.example.com/myData/presence_SBS_0217_04,InNonCombatDuty,1849-12,1849.0,1854-10,1854.0,Recommissioning,1837-02-20
http://www.example.com/myData/SBS_0217,HMS Dart,SBS_0217,1837,http://www.example.com/myData/presence_SBS_0217_05,InNonCombatDuty,1854-10,1854.0,1857-08-27,1857.0,Decommissioning,1837-02-20
http://www.example.com/myData/SBS_0217,HMS Dart,SBS_0217,1837,http://www.example.com/myData/presence_SBS_0217_06,PaidOff,1857-08-27,1857.0,1857-12-07,1857.0,ShipConversion,1837-02-20
http://www.example.com/myData/SBS_0217,HMS Dart,SBS_0217,1837,http://www.example.com/myData/presence_SBS_0217_07,InNonCombatDuty,1857-12-07,1857.0,1863-05,1863.0,E13_Attribute_Assignment,1837-02-20
http://www.example.com/myData/SBS_0217,HMS Dart,SBS_0217,1837,http://www.example.com/myData/presence_SBS_0217_08,InNonCombatDuty,1863-05,1863.0,1875-01-09,1875.0,E6_Destruction,1837-02-20
http://www.example.com/myData/SBS_0223,HMS Wanderer,SBS_0223,1832,http://www.example.com/myData/presence_SBS_0223_01,UnderFitting,1832-07-10,1832.0,1835-08-04,1835.0,Commissioning,1832-07-10
http://www.example.com/myData/SBS_0223,HMS Wanderer,SBS_0223,1832,http://www.example.com/myData/presence_SBS_0223_02,InCommission,1835-08-04,1835.0,1839-08-02,1839.0,Decommissioning,1832-07-10
http://www.example.com/myData/SBS_0223,HMS Wanderer,SBS_0223,1832,http://www.example.com/myData/presence_SBS_0223_03,PaidOff,1839-08-02,1839.0,1839-11-19,1839.0,Recommissioning,1832-07-10
http://www.example.com/myData/SBS_0223,HMS Wanderer,SBS_0223,1832,http://www.example.com/myData/presence_SBS_0223_04,InCommission,1839-11-19,1839.0,1844-05-24,1844.0,Decommissioning,1832-07-10
http://www.example.com/myData/SBS_0223,HMS Wanderer,SBS_0223,1832,http://www.example.com/myData/presence_SBS_0223_05,PaidOff,1844-05-24,1844.0,1846-01-30,1846.0,Recommissioning,1832-07-10
http://www.example.com/myData/SBS_0223,HMS Wanderer,SBS_0223,1832,http://www.example.com/myData/presence_SBS_0223_06,InCommission,1846-01-30,1846.0,1849-01-21,1849.0,Decommissioning,1832-07-10
http://www.example.com/myData/SBS_0223,HMS Wanderer,SBS_0223,1832,http://www.example.com/myData/presence_SBS_0223_07,PaidOff,1849-01-21,1849.0,1850-03-04,1850.0,E6_Destruction,1832-07-10
http://www.example.com/myData/SBS_0233,HMS Express,SBS_0233,1834,http://www.example.com/myData/presence_SBS_0233_02,UnderRepair,,,,,,1834-07-29
http://www.example.com/myData/SBS_0233,HMS Express,SBS_0233,1834,http://www.example.com/myData/presence_SBS_0233_01,InNonCombatDuty,1836-01-31,1836.0,1848-05,1848.0,,1834-07-29
http://www.example.com/myData/SBS_0233,HMS Express,SBS_0233,1834,http://www.example.com/myData/presence_SBS_0233_03,InNonCombatDuty,1848-05,1848.0,1853-01-29,1853.0,Decommissioning,1834-07-29
http://www.example.com/myData/SBS_0233,HMS Express,SBS_0233,1834,http://www.example.com/myData/presence_SBS_0233_04,PaidOff,1853-01-29,1853.0,1853-05-14,1853.0,Recommissioning,1834-07-29
http://www.example.com/myData/SBS_0233,HMS Express,SBS_0233,1834,http://www.example.com/myData/presence_SBS_0233_05,InNonCombatDuty,1853-05-14,1853.0,1856-09-20,1856.0,Decommissioning,1834-07-29
http://www.example.com/myData/SBS_0233,HMS Express,SBS_0233,1834,http://www.example.com/myData/presence_SBS_0233_06,InOrdinary,1856-09-20,1856.0,1862-01-11,1862.0,E6_Destruction,1834-07-29
http://www.example.com/myData/SBS_0234,HMS Swift,SBS_0234,1834,http://www.example.com/myData/presence_SBS_0234_03,UnderRepair,,,,,,1834-07-29
http://www.example.com/myData/SBS_0234,HMS Swift,SBS_0234,1834,http://www.example.com/myData/presence_SBS_0234_05,UnderRepair,,,,,,1834-07-29
http://www.example.com/myData/SBS_0234,HMS Swift,SBS_0234,1834,http://www.example.com/myData/presence_SBS_0234_01,UnderFitting,1834-07-29,1834.0,1836-02-26,1836.0,Commissioning,1834-07-29
http://www.example.com/myData/SBS_0234,HMS Swift,SBS_0234,1834,http://www.example.com/myData/presence_SBS_0234_02,InCommission,1836-02-26,1836.0,1849-05,1849.0,,1834-07-29
http://www.example.com/myData/SBS_0234,HMS Swift,SBS_0234,1834,http://www.example.com/myData/presence_SBS_0234_04,InCommission,1849-05,1849.0,1860-07,1860.0,ShipConversion,1834-07-29
http://www.example.com/myData/SBS_0234,HMS Swift,SBS_0234,1834,http://www.example.com/myData/presence_SBS_0234_06,InNonCombatDuty,1860-07,1860.0,1866,1866.0,E8_Acquisition,1834-07-29
http://www.example.com/myData/SBS_0237,HMS Crane,SBS_0237,1837,http://www.example.com/myData/presence_SBS_0237_03,UnderRepair,,,,,,1837-02-20
http://www.example.com/myData/SBS_0237,HMS Crane,SBS_0237,1837,http://www.example.com/myData/presence_SBS_0237_01,UnderFitting,1837-02-20,1837.0,1839-08-20,1839.0,Commissioning,1837-02-20
http://www.example.com/myData/SBS_0237,HMS Crane,SBS_0237,1837,http://www.example.com/myData/presence_SBS_0237_02,InCommission,1839-08-20,1839.0,1851-01,1851.0,Refit,1837-02-20
http://www.example.com/myData/SBS_0237,HMS Crane,SBS_0237,1837,http://www.example.com/myData/presence_SBS_0237_04,InCommission,1851-01,1851.0,1855-04-25,1855.0,Decommissioning,1837-02-20
http://www.example.com/myData/SBS_0237,HMS Crane,SBS_0237,1837,http://www.example.com/myData/presence_SBS_0237_05,InOrdinary,1855-04-25,1855.0,1862-01-11,1862.0,E6_Destruction,1837-02-20
http://www.example.com/myData/SBS_0240,HMS Philomel,SBS_0240,1837,http://www.example.com/myData/presence_SBS_0240_01,UnderFitting,1837-02-20,1837.0,1842-04-02,1842.0,Commissioning,1837-02-20
http://www.example.com/myData/SBS_0240,HMS Philomel,SBS_0240,1837,http://www.example.com/myData/presence_SBS_0240_02,InCommission,1842-04-02,1842.0,1846-06-19,1846.0,Decommissioning,1837-02-20
http://www.example.com/myData/SBS_0240,HMS Philomel,SBS_0240,1837,http://www.example.com/myData/presence_SBS_0240_03,PaidOff,1846-06-19,1846.0,1846-10,1846.0,Refit,1837-02-20
http://www.example.com/myData/SBS_0240,HMS Philomel,SBS_0240,1837,http://www.example.com/myData/presence_SBS_0240_04,UnderRepair,1846-10,1846.0,1847-03-19,1847.0,Recommissioning,1837-02-20
http://www.example.com/myData/SBS_0240,HMS Philomel,SBS_0240,1837,http://www.example.com/myData/presence_SBS_0240_05,InCommission,1847-03-19,1847.0,1849-10,1849.0,SmallRepair,1837-02-20
http://www.example.com/myData/SBS_0240,HMS Philomel,SBS_0240,1837,http://www.example.com/myData/presence_SBS_0240_06,UnderRepair,1849-10,1849.0,1850-02-04,1850.0,Recommissioning,1837-02-20
http://www.example.com/myData/SBS_0240,HMS Philomel,SBS_0240,1837,http://www.example.com/myData/presence_SBS_0240_07,InCommission,1850-02-04,1850.0,1853-08-02,1853.0,Recommissioning,1837-02-20
http://www.example.com/myData/SBS_0240,HMS Philomel,SBS_0240,1837,http://www.example.com/myData/presence_SBS_0240_08,InCommission,1853-08-02,1853.0,1856-07-09,1856.0,Decommissioning,1837-02-20
http://www.example.com/myData/SBS_0240,HMS Philomel,SBS_0240,1837,http://www.example.com/myData/presence_SBS_0240_09,PaidOff,1856-07-09,1856.0,1857-09,1857.0,ShipConversion,1837-02-20
http://www.example.com/myData/SBS_0240,HMS Philomel,SBS_0240,1837,http://www.example.com/myData/presence_SBS_0240_10,InNonCombatDuty,1857-09,1857.0,1869,1869.0,E6_Destruction,1837-02-20
http://www.example.com/myData/SBS_0255,HMS Despatch,SBS_0255,1839,http://www.example.com/myData/presence_SBS_0255_01,InOrdinary,1851-12-24,1851.0,1863-05-25,1863.0,ShipConversion,1839-05-24
http://www.example.com/myData/SBS_0255,HMS Despatch,SBS_0255,1839,http://www.example.com/myData/presence_SBS_0255_02,InNonCombatDuty,1863-05-25,1863.0,1901-05-13,1901.0,E8_Acquisition,1839-05-24
http://www.example.com/myData/SBS_0257,HMS Kangaroo (ex-Dove),SBS_0257,1839,http://www.example.com/myData/presence_SBS_0257_01,InOrdinary,1853-02-28,1853.0,1863-05-25,1863.0,ShipConversion,1839-05-24
http://www.example.com/myData/SBS_0257,HMS Kangaroo (ex-Dove),SBS_0257,1839,http://www.example.com/myData/presence_SBS_0257_02,InNonCombatDuty,1863-05-25,1863.0,1897-05-10,1897.0,E8_Acquisition,1839-05-24
http://www.example.com/myData/SBS_0262,HMS Camilla,SBS_0262,1844,http://www.example.com/myData/presence_SBS_0262_02,UnderFitting,,,1856-07-08,1856.0,Commissioning,1844-07-08
http://www.example.com/myData/SBS_0262,HMS Camilla,SBS_0262,1844,http://www.example.com/myData/presence_SBS_0262_01,InOrdinary,1844-07-08,1844.0,1856-05,1856.0,FittingForSea,1844-07-08
http://www.example.com/myData/SBS_0262,HMS Camilla,SBS_0262,1844,http://www.example.com/myData/presence_SBS_0262_03,InCommission,1856-07-08,1856.0,1860-09-09,1860.0,E6_Destruction,1844-07-08
http://www.example.com/myData/SBS_0271,HMS Kingfisher,SBS_0271,1843,http://www.example.com/myData/presence_SBS_0271_01,UnderFitting,1843-07-10,1843.0,1845-08-28,1845.0,Commissioning,1843-07-10
http://www.example.com/myData/SBS_0271,HMS Kingfisher,SBS_0271,1843,http://www.example.com/myData/presence_SBS_0271_02,InCommission,1845-08-28,1845.0,1848-07-19,1848.0,Decommissioning,1843-07-10
http://www.example.com/myData/SBS_0271,HMS Kingfisher,SBS_0271,1843,http://www.example.com/myData/presence_SBS_0271_03,PaidOff,1848-07-19,1848.0,1848-10-11,1848.0,Recommissioning,1843-07-10
http://www.example.com/myData/SBS_0271,HMS Kingfisher,SBS_0271,1843,http://www.example.com/myData/presence_SBS_0271_04,InCommission,1848-10-11,1848.0,1851-02-26,1851.0,Decommissioning,1843-07-10
http://www.example.com/myData/SBS_0271,HMS Kingfisher,SBS_0271,1843,http://www.example.com/myData/presence_SBS_0271_05,InOrdinary,1851-02-26,1851.0,1875,1875.0,Recommissioning,1843-07-10
http://www.example.com/myData/SBS_0271,HMS Kingfisher,SBS_0271,1843,http://www.example.com/myData/presence_SBS_0271_06,InNonCombatDuty,1875,1875.0,1890-04-26,1890.0,E8_Acquisition,1843-07-10
http://www.example.com/myData/SC6_0009,HMS Hyacinth,SC6_0009,1805,http://www.example.com/myData/presence_SC6_0009_02,UnderFitting,,,,,,1805-07-12
http://www.example.com/myData/SC6_0009,HMS Hyacinth,SC6_0009,1805,http://www.example.com/myData/presence_SC6_0009_01,InCommission,1806-09-13,1806.0,1811-05,1811.0,Fitting,1805-07-12
http://www.example.com/myData/SC6_0009,HMS Hyacinth,SC6_0009,1805,http://www.example.com/myData/presence_SC6_0009_03,InCommission,1811-05,1811.0,1818-09,1818.0,Decommissioning,1805-07-12
http://www.example.com/myData/SC6_0009,HMS Hyacinth,SC6_0009,1805,http://www.example.com/myData/presence_SC6_0009_04,PaidOff,1818-09,1818.0,1820-12,1820.0,E6_Destruction,1805-07-12
http://www.example.com/myData/SC6_0015,HMS Myrtle,SC6_0015,1805,http://www.example.com/myData/presence_SC6_0015_01,InCommission,1808-03-01,1808.0,1812,1812.0,E13_Attribute_Assignment,1805-10-19
http://www.example.com/myData/SC6_0015,HMS Myrtle,SC6_0015,1805,http://www.example.com/myData/presence_SC6_0015_02,InCommission,1812,1812.0,1815-11,1815.0,Decommissioning,1805-10-19
http://www.example.com/myData/SC6_0015,HMS Myrtle,SC6_0015,1805,http://www.example.com/myData/presence_SC6_0015_03,PaidOff,1815-11,1815.0,1818-06,1818.0,E6_Destruction,1805-10-19
http://www.example.com/myData/SC6_0017,HMS Cherub,SC6_0017,1805,http://www.example.com/myData/presence_SC6_0017_05,InCommission,,,1820-01-13,1820.0,E8_Acquisition,1805-11-19
http://www.example.com/myData/SC6_0017,HMS Cherub,SC6_0017,1805,http://www.example.com/myData/presence_SC6_0017_04,UnderRepair,,,,,,1805-11-19
http://www.example.com/myData/SC6_0017,HMS Cherub,SC6_0017,1805,http://www.example.com/myData/presence_SC6_0017_01,UnderFitting,1805-11-19,1805.0,1807-04,1807.0,Commissioning,1805-11-19
http://www.example.com/myData/SC6_0017,HMS Cherub,SC6_0017,1805,http://www.example.com/myData/presence_SC6_0017_02,InCommission,1807-04,1807.0,1815,1815.0,Decommissioning,1805-11-19
http://www.example.com/myData/SC6_0017,HMS Cherub,SC6_0017,1805,http://www.example.com/myData/presence_SC6_0017_03,PaidOff,1815,1815.0,1816-08,1816.0,FittingForSea,1805-11-19
http://www.example.com/myData/SC6_0028,HMS Termagant,SC6_0028,1795,http://www.example.com/myData/presence_SC6_0028_01,UnderFitting,,,,,,1795-01-24
http://www.example.com/myData/SC6_0028,HMS Termagant,SC6_0028,1795,http://www.example.com/myData/presence_SC6_0028_04,UnderRepair,,,,,,1795-01-24
http://www.example.com/myData/SC6_0028,HMS Termagant,SC6_0028,1795,http://www.example.com/myData/presence_SC6_0028_02,InCommission,1796-04-23,1796.0,1807-04,1807.0,Decommissioning,1795-01-24
http://www.example.com/myData/SC6_0028,HMS Termagant,SC6_0028,1795,http://www.example.com/myData/presence_SC6_0028_03,InOrdinary,1807-04,1807.0,1808-02,1808.0,MiddlingRepair,1795-01-24
http://www.example.com/myData/SC6_0028,HMS Termagant,SC6_0028,1795,http://www.example.com/myData/presence_SC6_0028_05,InCommission,1808-02,1808.0,1816-10,1816.0,Decommissioning,1795-01-24
http://www.example.com/myData/SC6_0028,HMS Termagant,SC6_0028,1795,http://www.example.com/myData/presence_SC6_0028_06,InOrdinary,1816-10,1816.0,1819-02-03,1819.0,E8_Acquisition,1795-01-24
http://www.example.com/myData/SC6_0036,HMS Ganymede (ex-L'Hebe),SC6_0036,1809,http://www.example.com/myData/presence_SC6_0036_01,UnderFitting,1809-01-05,1809.0,1809-09,1809.0,Commissioning,1809-01-05
http://www.example.com/myData/SC6_0036,HMS Ganymede (ex-L'Hebe),SC6_0036,1809,http://www.example.com/myData/presence_SC6_0036_02,InCommission,1809-09,1809.0,1819-08,1819.0,Decommissioning,1809-01-05
http://www.example.com/myData/SC6_0036,HMS Ganymede (ex-L'Hebe),SC6_0036,1809,http://www.example.com/myData/presence_SC6_0036_03,PaidOff,1819-08,1819.0,1819-11,1819.0,ShipConversion,1809-01-05
http://www.example.com/myData/SC6_0036,HMS Ganymede (ex-L'Hebe),SC6_0036,1809,http://www.example.com/myData/presence_SC6_0036_04,InNonCombatDuty,1819-11,1819.0,1840-02,1840.0,E6_Destruction,1809-01-05
http://www.example.com/myData/SC6_0037,HMS Mersey,SC6_0037,1813,http://www.example.com/myData/presence_SC6_0037_09,InOrdinary,,,1852-07,1852.0,E6_Destruction,1813-01-18
http://www.example.com/myData/SC6_0037,HMS Mersey,SC6_0037,1813,http://www.example.com/myData/presence_SC6_0037_02,UnderRepair,,,,,,1813-01-18
http://www.example.com/myData/SC6_0037,HMS Mersey,SC6_0037,1813,http://www.example.com/myData/presence_SC6_0037_05,UnderFitting,,,,,,1813-01-18
http://www.example.com/myData/SC6_0037,HMS Mersey,SC6_0037,1813,http://www.example.com/myData/presence_SC6_0037_07,InOrdinary,,,,,,1813-01-18
http://www.example.com/myData/SC6_0037,HMS Mersey,SC6_0037,1813,http://www.example.com/myData/presence_SC6_0037_08,InNonCombatDuty,,,,,,1813-01-18
http://www.example.com/myData/SC6_0037,HMS Mersey,SC6_0037,1813,http://www.example.com/myData/presence_SC6_0037_01,InOrdinary,1814-04-13,1814.0,1818-05,1818.0,MiddlingRepair,1813-01-18
http://www.example.com/myData/SC6_0037,HMS Mersey,SC6_0037,1813,http://www.example.com/myData/presence_SC6_0037_03,InCommission,1818-05,1818.0,1821-11-30,1821.0,Decommissioning,1813-01-18
http://www.example.com/myData/SC6_0037,HMS Mersey,SC6_0037,1813,http://www.example.com/myData/presence_SC6_0037_04,PaidOff,1821-11-30,1821.0,1823-03,1823.0,FittingForSea,1813-01-18
http://www.example.com/myData/SC6_0037,HMS Mersey,SC6_0037,1813,http://www.example.com/myData/presence_SC6_0037_06,InCommission,1823-03,1823.0,1831-07,1831.0,Decommissioning,1813-01-18
http://www.example.com/myData/SC6_0042,HMS Towey,SC6_0042,1813,http://www.example.com/myData/presence_SC6_0042_03,UnderFitting,,,,,,1813-01-18
http://www.example.com/myData/SC6_0042,HMS Towey,SC6_0042,1813,http://www.example.com/myData/presence_SC6_0042_01,InOrdinary,1813-01-18,1813.0,1814-05-08,1814.0,FittingForOrdinary,1813-01-18
http://www.example.com/myData/SC6_0042,HMS Towey,SC6_0042,1813,http://www.example.com/myData/presence_SC6_0042_02,InOrdinary,1814-05-08,1814.0,1814-09,1814.0,FittingForSea,1813-01-18
http://www.example.com/myData/SC6_0042,HMS Towey,SC6_0042,1813,http://www.example.com/myData/presence_SC6_0042_04,InCommission,1814-09,1814.0,1819-04,1819.0,Decommissioning,1813-01-18
http://www.example.com/myData/SC6_0042,HMS Towey,SC6_0042,1813,http://www.example.com/myData/presence_SC6_0042_05,InOrdinary,1819-04,1819.0,1822-11-11,1822.0,E6_Destruction,1813-01-18
http://www.example.com/myData/SC6_0055,HMS Alligator,SC6_0055,1819,http://www.example.com/myData/presence_SC6_0055_01,InCommission,1819-06-05,1819.0,1822-04,1822.0,FittingForSea,1819-06-05
http://www.example.com/myData/SC6_0055,HMS Alligator,SC6_0055,1819,http://www.example.com/myData/presence_SC6_0055_02,UnderFitting,1822-04,1822.0,1827-01-03,1827.0,Decommissioning,1819-06-05
http://www.example.com/myData/SC6_0055,HMS Alligator,SC6_0055,1819,http://www.example.com/myData/presence_SC6_0055_03,PaidOff,1827-01-03,1827.0,1827-03,1827.0,Recommissioning,1819-06-05
http://www.example.com/myData/SC6_0055,HMS Alligator,SC6_0055,1819,http://www.example.com/myData/presence_SC6_0055_04,InCommission,1827-03,1827.0,1828-11-20,1828.0,Decommissioning,1819-06-05
